,index,Count
0,NOUN,473
7,PUNCT,256
1,ADP,225
3,PROPN,191
2,DET,161
10,NUM,106
4,VERB,105
6,ADJ,103
8,AUX,63
9,ADV,43
5,CCONJ,40
12,PRON,19
14,PART,16
11,SCONJ,11
13,SYM,3
15,X,3
